"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/set/Set3.feature: [3] Add a single label to a node with an existing label","131","test_add_a_single_label_to_a_node_with_an_existing_label","tests.tck","Thu May 14 13:57:42 CST 2026","broken","Thu May 14 13:57:42 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/list/List11.feature: [5] Fail on invalid argument types for `range()`","18","test_fail_on_invalid_argument_types_for_range[0-0.0-1]","tests.tck","Thu May 14 13:58:55 CST 2026","failed","Thu May 14 13:58:55 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/UnwindAcceptance.feature: [11] Nested unwind with doubles","87","test_nested_unwind_with_doubles","tests.tck","Thu May 14 14:01:42 CST 2026","passed","Thu May 14 14:01:42 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal7.feature: [3] Should compare times","0","test_should_compare_times[{hour: 9, minute: 35, second: 14, nanosecond: 645876123, timezone: '+00:00'}-{hour: 9, minute: 35, second: 14, nanosecond: 645876123, timezone: '+00:00'}-false-false-true-true-true]","tests.tck","Thu May 14 14:00:30 CST 2026","broken","Thu May 14 14:00:30 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [7] Should construct local date time","27","test_should_construct_local_date_time[{year: 1984, ordinalDay: 202, hour: 12}-'1984-07-20T12:00']","tests.tck","Thu May 14 14:00:00 CST 2026","broken","Thu May 14 14:00:00 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match3.feature: [29] Fail when re-using a relationship in the same pattern","31","test_fail_when_reusing_a_relationship_in_the_same_pattern","tests.tck","Thu May 14 13:56:37 CST 2026","failed","Thu May 14 13:56:37 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/null/Null1.feature: [5] IS NULL on a map","8","test_is_null_on_a_map[{notName: null, notName2: null}-name-true]","tests.tck","Thu May 14 13:59:04 CST 2026","passed","Thu May 14 13:59:04 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [20] Pairs of comparison operators and boolean negation that are associative in every combination of truth values","81","test_pairs_of_comparison_operators_and_boolean_negation_that_are_associative_in_every_combination_of_truth_values[<>]","tests.tck","Thu May 14 13:59:13 CST 2026","passed","Thu May 14 13:59:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/SubqueryAcceptance.feature: [5] Simple nested subqueries","80","test_simple_nested_subqueries","tests.tck","Thu May 14 14:01:37 CST 2026","failed","Thu May 14 14:01:37 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/TernaryComparisonAcceptance.feature: [4] Duration comparison test of equal durations","138","test_duration_comparison_test_of_equal_durations","tests.tck","Thu May 14 14:01:39 CST 2026","passed","Thu May 14 14:01:39 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/MatchAcceptance.feature: [10] difficult to plan query number 3","63","test_difficult_to_plan_query_number_3","tests.tck","Thu May 14 14:01:15 CST 2026","broken","Thu May 14 14:01:15 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternPredicates.feature: [1] Filter relationships with properties using pattern predicate","66","test_filter_relationships_with_properties_using_pattern_predicate","tests.tck","Thu May 14 14:01:29 CST 2026","passed","Thu May 14 14:01:29 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal2.feature: [7] Should parse duration from string","35","test_should_parse_duration_from_string['P2012-02-02T14:37:21.545'-'P2012Y2M2DT14H37M21.545S']","tests.tck","Thu May 14 14:00:17 CST 2026","failed","Thu May 14 14:00:17 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [19] Sort by a date time expression in ascending order","135","test_sort_by_a_date_time_expression_in_ascending_order[a.datetime + duration({days: 4, minutes: 6}) ASC]","tests.tck","Thu May 14 13:58:11 CST 2026","broken","Thu May 14 13:58:11 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return-orderby/ReturnOrderBy4.feature: [1] ORDER BY of a column introduced in RETURN should return salient results in ascending order","66","test_order_by_of_a_column_introduced_in_return_should_return_salient_results_in_ascending_order","tests.tck","Thu May 14 13:57:38 CST 2026","passed","Thu May 14 13:57:38 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/comparison/Comparison1.feature: [7] Comparing maps to maps","110","test_comparing_maps_to_maps[{k: null}-{k: null}-null]","tests.tck","Thu May 14 13:58:39 CST 2026","broken","Thu May 14 13:58:39 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [3] Should truncate localdatetime","42","test_should_truncate_localdatetime['century'-date({year: 1984, month: 10, day: 11})-{day: 2}-'1900-01-02T00:00']","tests.tck","Thu May 14 14:00:44 CST 2026","failed","Thu May 14 14:00:44 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return/Return6.feature: [4] Support multiple divisions in aggregate function","184","test_support_multiple_divisions_in_aggregate_function","tests.tck","Thu May 14 13:57:33 CST 2026","broken","Thu May 14 13:57:33 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier5.feature: [2] None quantifier can nest itself and other quantifiers on the same list","42","test_none_quantifier_can_nest_itself_and_other_quantifiers_on_the_same_list[none(y IN list WHERE x <= y)-true]","tests.tck","Thu May 14 13:59:42 CST 2026","passed","Thu May 14 13:59:42 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternPredicates.feature: [16] Pattern predicate should uphold the relationship uniqueness constraint","71","test_pattern_predicate_should_uphold_the_relationship_uniqueness_constraint","tests.tck","Thu May 14 14:01:30 CST 2026","passed","Thu May 14 14:01:30 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match3.feature: [14] Directed match of self-relationship on self-relationship graph","77","test_directed_match_of_selfrelationship_on_selfrelationship_graph","tests.tck","Thu May 14 13:56:35 CST 2026","failed","Thu May 14 13:56:35 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy3.feature: [2] Sort by two expressions, first in ascending order, second in descending order","299","test_sort_by_two_expressions_first_in_ascending_order_second_in_descending_order[a.bool, a.num DESCENDING]","tests.tck","Thu May 14 13:58:14 CST 2026","failed","Thu May 14 13:58:15 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier2.feature: [11] Single quantifier with IS NULL predicate","78","test_single_quantifier_with_is_null_predicate[[null]-true]","tests.tck","Thu May 14 13:59:30 CST 2026","passed","Thu May 14 13:59:30 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create3.feature: [7] WITH-CREATE: Nodes are not created when aliases are applied to variable names multiple times","97","test_withcreate_nodes_are_not_created_when_aliases_are_applied_to_variable_names_multiple_times","tests.tck","Thu May 14 13:56:08 CST 2026","failed","Thu May 14 13:56:08 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/map/Map3.feature: [2] Using `keys()` on a parameter map","14","test_using_keys_on_a_parameter_map","tests.tck","Thu May 14 13:59:03 CST 2026","broken","Thu May 14 13:59:03 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create3.feature: [6] WITH-CREATE: Only a single node is created when an alias is applied to a variable name","184","test_withcreate_only_a_single_node_is_created_when_an_alias_is_applied_to_a_variable_name","tests.tck","Thu May 14 13:56:08 CST 2026","failed","Thu May 14 13:56:08 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [6] Should select date and time into local date time","70","test_should_select_date_and_time_into_local_date_time[date({year: 1984, month: 10, day: 11})-localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{date: otherDate, time: otherTime, day: 28, second: 42}-'1984-10-28T12:31:42.645876123']","tests.tck","Thu May 14 14:00:21 CST 2026","failed","Thu May 14 14:00:21 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [1] Should truncate date","52","test_should_truncate_date['year'-datetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'})-{day: 2}-'1984-01-02']","tests.tck","Thu May 14 14:00:37 CST 2026","failed","Thu May 14 14:00:37 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternExpressionAcceptance.feature: [27] Nested pattern comprehensions 4","407","test_nested_pattern_comprehensions_4","tests.tck","Thu May 14 14:01:28 CST 2026","failed","Thu May 14 14:01:29 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/SkipLimitAcceptance.feature: [21] Limit in with clause","65","test_limit_in_with_clause","tests.tck","Thu May 14 14:01:36 CST 2026","passed","Thu May 14 14:01:36 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [5] Should truncate time","69","test_should_truncate_time['minute'-localtime({hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{nanosecond: 2}-'12:31:00.000000002Z']","tests.tck","Thu May 14 14:00:49 CST 2026","failed","Thu May 14 14:00:49 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/precedence/Precedence1.feature: [1] Exclusive disjunction takes precedence over inclusive disjunction","106","test_exclusive_disjunction_takes_precedence_over_inclusive_disjunction","tests.tck","Thu May 14 13:59:11 CST 2026","passed","Thu May 14 13:59:11 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ShortestPathAcceptance.feature: [3] Find a shortest path among paths that fulfill a predicate on none relationships 2","94","test_find_a_shortest_path_among_paths_that_fulfill_a_predicate_on_none_relationships_2","tests.tck","Thu May 14 14:01:33 CST 2026","passed","Thu May 14 14:01:33 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal2.feature: [3] Should parse time from string","42","test_should_parse_time_from_string['214032.142Z'-'21:40:32.142Z']","tests.tck","Thu May 14 14:00:15 CST 2026","failed","Thu May 14 14:00:15 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [10] Should select date and time into date time","44","test_should_select_date_and_time_into_date_time[datetime({year: 1984, month: 10, day: 11, hour: 12, timezone: '+01:00'})-time({hour: 12, minute: 31, second: 14, microsecond: 645876, timezone: '+01:00'})-{date: otherDate, time: otherTime, timezone: '+05:00'}-'1984-10-11T16:31:14.645876+05:00']","tests.tck","Thu May 14 14:00:26 CST 2026","failed","Thu May 14 14:00:26 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/string/String9.feature: [8] Handling non-string operands for ENDS WITH","312","test_handling_nonstring_operands_for_ends_with","tests.tck","Thu May 14 13:59:53 CST 2026","broken","Thu May 14 13:59:54 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/aggregation/Aggregation8.feature: [3] Collect distinct nulls","12","test_collect_distinct_nulls","tests.tck","Thu May 14 13:58:32 CST 2026","broken","Thu May 14 13:58:32 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [8] Should handle durations at daylight saving time day","29","test_should_handle_durations_at_daylight_saving_time_day[datetime({year: 2017, month: 10, day: 29, hour: 0, timezone: 'Europe/Stockholm'})-localtime({hour: 4})-'PT5H']","tests.tck","Thu May 14 14:00:13 CST 2026","failed","Thu May 14 14:00:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [10] All quantifier on lists containing nulls","25","test_all_quantifier_on_lists_containing_nulls[[null, null]-x = 2-null]","tests.tck","Thu May 14 13:59:41 CST 2026","broken","Thu May 14 13:59:41 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/useCases/triadicSelection/TriadicSelection1.feature: [16] Handling triadic friend of a friend that is a friend with same labels","0","test_handling_triadic_friend_of_a_friend_that_is_a_friend_with_same_labels","tests.tck","Thu May 14 14:01:45 CST 2026","broken","Thu May 14 14:01:45 CST 2026","","test_use_cases","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match6.feature: [11] Named path with multiple alternating directed/undirected relationships","93","test_named_path_with_multiple_alternating_directedundirected_relationships","tests.tck","Thu May 14 13:56:45 CST 2026","failed","Thu May 14 13:56:45 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create3.feature: [9] WITH-CREATE: A bound node should be recognized after projection with WITH + WITH","17","test_withcreate_a_bound_node_should_be_recognized_after_projection_with_with__with","tests.tck","Thu May 14 13:56:09 CST 2026","failed","Thu May 14 13:56:09 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/set/Set6.feature: [3] Skipping and limiting to a few results after setting a property on nodes affects the result set but not the side effects","141","test_skipping_and_limiting_to_a_few_results_after_setting_a_property_on_nodes_affects_the_result_set_but_not_the_side_effects","tests.tck","Thu May 14 13:57:44 CST 2026","broken","Thu May 14 13:57:44 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier3.feature: [10] Any quantifier on lists containing nulls","14","test_any_quantifier_on_lists_containing_nulls[[null, 2]-x = 2-true]","tests.tck","Thu May 14 13:59:35 CST 2026","passed","Thu May 14 13:59:35 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/remove/Remove3.feature: [14] Aggregating in `WITH` after removing a label from nodes affects the result set but not the side effects","114","test_aggregating_in_with_after_removing_a_label_from_nodes_affects_the_result_set_but_not_the_side_effects","tests.tck","Thu May 14 13:57:25 CST 2026","failed","Thu May 14 13:57:25 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [5] Should compute duration between two temporals in seconds","54","test_should_compute_duration_between_two_temporals_in_seconds[date('1984-10-11')-time('16:30+0100')-'PT16H30M']","tests.tck","Thu May 14 14:00:11 CST 2026","failed","Thu May 14 14:00:11 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean2.feature: [8] Fail on disjunction of at least one non-booleans","14","test_fail_on_disjunction_of_at_least_one_nonbooleans[123-true]","tests.tck","Thu May 14 13:58:33 CST 2026","failed","Thu May 14 13:58:33 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal3.feature: [1] Should select date","35","test_should_select_date[date({year: 1984, month: 11, day: 11})-{date: other}-'1984-11-11']","tests.tck","Thu May 14 14:00:17 CST 2026","failed","Thu May 14 14:00:17 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier1.feature: [4] None quantifier on list literal containing floats","15","test_none_quantifier_on_list_literal_containing_floats[[2.1, 3.5, 2.1]-x = 2.1-false]","tests.tck","Thu May 14 13:59:20 CST 2026","passed","Thu May 14 13:59:20 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/ReturnAcceptance.feature: [12] Accessing a non-existing property with literal should work","154","test_accessing_a_nonexisting_property_with_literal_should_work","tests.tck","Thu May 14 14:01:32 CST 2026","passed","Thu May 14 14:01:32 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with-orderBy/WithOrderBy2.feature: [24] Sort by an expression that is only partially orderable on a non-distinct binding table, but made distinct","92","test_sort_by_an_expression_that_is_only_partially_orderable_on_a_nondistinct_binding_table_but_made_distinct[ASC-'A']","tests.tck","Thu May 14 13:58:12 CST 2026","failed","Thu May 14 13:58:12 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/create/Create1.feature: [12] CREATE does not lose precision on large integers","103","test_create_does_not_lose_precision_on_large_integers","tests.tck","Thu May 14 13:56:05 CST 2026","broken","Thu May 14 13:56:05 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/PatternPredicates.feature: [11] Filter using a pattern predicate that is a logical OR between one negated subquery, two subqueries, and an equality expression","73","test_filter_using_a_pattern_predicate_that_is_a_logical_or_between_one_negated_subquery_two_subqueries_and_an_equality_expression","tests.tck","Thu May 14 14:01:30 CST 2026","passed","Thu May 14 14:01:30 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/with/With5.feature: [1] DISTINCT on an expression","131","test_distinct_on_an_expression","tests.tck","Thu May 14 13:57:50 CST 2026","passed","Thu May 14 13:57:50 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier9.feature: [3] None quantifier is always equal the boolean negative of the any quantifier","52","test_none_quantifier_is_always_equal_the_boolean_negative_of_the_any_quantifier[x = 2]","tests.tck","Thu May 14 13:59:46 CST 2026","passed","Thu May 14 13:59:46 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier1.feature: [4] None quantifier on list literal containing floats","7","test_none_quantifier_on_list_literal_containing_floats[[1.43, 2.1]-x = 2.1-false]","tests.tck","Thu May 14 13:59:20 CST 2026","passed","Thu May 14 13:59:20 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/return-skip-limit/ReturnSkipLimit1.feature: [1] Start the result from the second row","132","test_start_the_result_from_the_second_row","tests.tck","Thu May 14 13:57:38 CST 2026","passed","Thu May 14 13:57:39 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/typeConversion/TypeConversion3.feature: [6] Fail `toFloat()` on invalid types","203","test_fail_tofloat_on_invalid_types[{}-map]","tests.tck","Thu May 14 14:00:55 CST 2026","failed","Thu May 14 14:00:55 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [6] Should construct time","340","test_should_construct_time[{hour: 12, minute: 31, second: 14, timezone: '+01:00'}-'12:31:14+01:00']","tests.tck","Thu May 14 13:59:58 CST 2026","failed","Thu May 14 13:59:58 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/map/Map2.feature: [7] Fail at runtime when trying to index into a map with a non-string","5","test_fail_at_runtime_when_trying_to_index_into_a_map_with_a_nonstring","tests.tck","Thu May 14 13:59:03 CST 2026","failed","Thu May 14 13:59:03 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/remove/Remove3.feature: [19] Filtering after removing a property from relationships affects the result set but not the side effects","92","test_filtering_after_removing_a_property_from_relationships_affects_the_result_set_but_not_the_side_effects","tests.tck","Thu May 14 13:57:26 CST 2026","failed","Thu May 14 13:57:26 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier8.feature: [4] All quantifier is equal the boolean negative of the any quantifier on the boolean negative of the predicate","17","test_all_quantifier_is_equal_the_boolean_negative_of_the_any_quantifier_on_the_boolean_negative_of_the_predicate[x >= 3]","tests.tck","Thu May 14 13:59:45 CST 2026","passed","Thu May 14 13:59:45 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal1.feature: [7] Should construct local date time","36","test_should_construct_local_date_time[{year: 1984, month: 10, day: 11}-'1984-10-11T00:00']","tests.tck","Thu May 14 13:59:59 CST 2026","broken","Thu May 14 13:59:59 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier7.feature: [1] Any quantifier can nest itself and other quantifiers on nested lists","52","test_any_quantifier_can_nest_itself_and_other_quantifiers_on_nested_lists[all(y IN x WHERE y = 'def')-false]","tests.tck","Thu May 14 13:59:44 CST 2026","passed","Thu May 14 13:59:44 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/merge/Merge6.feature: [3] Updating one property with ON CREATE","91","test_updating_one_property_with_on_create","tests.tck","Thu May 14 13:57:20 CST 2026","failed","Thu May 14 13:57:20 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match2.feature: [12] Fail when a path has the same variable in the same pattern","45","test_fail_when_a_path_has_the_same_variable_in_the_same_pattern_1[(a)-[p]-(s)-[]-(b), r = (s)-[]-(t), (t), (t)-[r*]-(b)]","tests.tck","Thu May 14 13:56:32 CST 2026","failed","Thu May 14 13:56:32 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [1] Should truncate date","92","test_should_truncate_date['year'-localdatetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{}-'1984-01-01']","tests.tck","Thu May 14 14:00:37 CST 2026","failed","Thu May 14 14:00:37 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/neo4j/SubqueryAcceptance.feature: [26] Side-effects in uncorrelated subquery","49","test_sideeffects_in_uncorrelated_subquery","tests.tck","Thu May 14 14:01:39 CST 2026","passed","Thu May 14 14:01:39 CST 2026","","test_neo4j","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier4.feature: [3] All quantifier on list literal containing integers","24","test_all_quantifier_on_list_literal_containing_integers[[2, -10, 3, 9, 0]-x < 10-true]","tests.tck","Thu May 14 13:59:38 CST 2026","passed","Thu May 14 13:59:38 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [5] Should truncate time","15","test_should_truncate_time['day'-localdatetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{}-'00:00Z']","tests.tck","Thu May 14 14:00:48 CST 2026","failed","Thu May 14 14:00:48 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier9.feature: [5] None quantifier is always equal whether the size of the list filtered with same the predicate is zero","88","test_none_quantifier_is_always_equal_whether_the_size_of_the_list_filtered_with_same_the_predicate_is_zero[x >= 3]","tests.tck","Thu May 14 13:59:47 CST 2026","broken","Thu May 14 13:59:47 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/quantifier/Quantifier11.feature: [6] Any quantifier is always equal whether the size of the list filtered with same the predicate is grater zero","61","test_any_quantifier_is_always_equal_whether_the_size_of_the_list_filtered_with_same_the_predicate_is_grater_zero[x < 7]","tests.tck","Thu May 14 13:59:25 CST 2026","broken","Thu May 14 13:59:25 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/boolean/Boolean4.feature: [4] Fail when using NOT on a non-boolean literal","24","test_fail_when_using_not_on_a_nonboolean_literal[[true]]","tests.tck","Thu May 14 13:58:34 CST 2026","failed","Thu May 14 13:58:34 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [5] Should truncate time","48","test_should_truncate_time['day'-localdatetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123})-{nanosecond: 2}-'00:00:00.000000002Z']","tests.tck","Thu May 14 14:00:48 CST 2026","failed","Thu May 14 14:00:48 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match4.feature: [3] Zero-length variable length pattern in the middle of the pattern","212","test_zerolength_variable_length_pattern_in_the_middle_of_the_pattern","tests.tck","Thu May 14 13:56:37 CST 2026","broken","Thu May 14 13:56:38 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/graph/Graph5.feature: [3] Conjunctive labels expression on nodes","199","test_conjunctive_labels_expression_on_nodes","tests.tck","Thu May 14 13:58:49 CST 2026","failed","Thu May 14 13:58:49 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/delete/Delete4.feature: [1] Undirected expand followed by delete and count","156","test_undirected_expand_followed_by_delete_and_count","tests.tck","Thu May 14 13:56:13 CST 2026","broken","Thu May 14 13:56:13 CST 2026","","test_clauses","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal9.feature: [2] Should truncate datetime","25","test_should_truncate_datetime['week'-datetime({year: 1984, month: 10, day: 11, hour: 12, minute: 31, second: 14, nanosecond: 645876123, timezone: '+01:00'})-{}-'1984-10-08T00:00+01:00']","tests.tck","Thu May 14 14:00:42 CST 2026","failed","Thu May 14 14:00:42 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/expressions/temporal/Temporal10.feature: [11] Should handle when seconds and subseconds have different signs","41","test_should_handle_when_seconds_and_subseconds_have_different_signs['12:34:56'-'12:34:55.7'-'PT-0.3S']","tests.tck","Thu May 14 14:00:13 CST 2026","failed","Thu May 14 14:00:13 CST 2026","","test_expressions","",""
"/Users/dpp/*project/newdb/cyphertck/gdm-tck/features/0-original/clauses/match/Match3.feature: [4] Get two related nodes","160","test_get_two_related_nodes","tests.tck","Thu May 14 13:56:33 CST 2026","passed","Thu May 14 13:56:33 CST 2026","","test_clauses","",""
